jp,tw,kw
"　２つのパーティーに分かれます。
　（Ｙ）ボタンでパーティーを
　　きりかえることができます。"," You'll split into two parties.
	 You can switch between
	 parties with the Y button.","Split up into 2 parties.
	Use the Y Button to switch between groups."
リフレクを消しさる,Eliminates Reflect.,"Remove ""Rflect"""
　　　　　８竜　あと４ひき,Eight Dragons: Four remaining,       4 dragons left.
"レッドドラゴンは仲間を呼んだ！
	フリーズドラゴンしょうかん！","Red Dragon called an ally!
	Summoned the Freeze Dragon!","Red Dragon called its pal!
	Ice Dragon summoned!"
『{ロック}！！,"""{Lock}!!""",{LOCKE}!!
"{ﾛｯｸ}「みんな！！　
	　やっと…
	　見つけたんだ。
	　魂をよみがえらせる伝説の秘宝…","{Lock}: You guys!!
	 Finally... I've found it.
	 The legendary arcane treasure
	 that restores souls to life...","{LOCKE}: You're all safe!  Behold...
	A legendary relic that can restore life..."
"『それは…　
	　魔石…？
	{ﾛｯｸ}「そうだ…
	　はるか昔、フェニックスは自らを
	　石にかえたという伝説がある。
	　やはり本当だったんだ…
	　しかし…
	　ヒビがはいっている……
	　これでは、きせきの力を起こす
	　ことはできないかもしれない。","""That's...
	 magicite...?""
	{Lock}: Right...
	 There's a legend that long ago,
	 Phoenix turned itself to stone.
	 It was true after all...
	 The thing is...
	 it's cracked...
	 It might not have enough power
	 like this to cause a miracle.","That looks like... 
	Magicite...
	{LOCKE}: Correct!
	Legend has it that ages ago the Phoenix was turned to stone...
	And many legends are based on facts...
	This has some major cracks in it though...
	I fear it may have lost its power over time..."
"{ｾﾘｽ}「{ロック}…
	　レイチェルを……？","{Celes}: {Lock}...
	 For Rachel...?","{CELES}: {LOCKE}...
	That's for Rachel, isn't it...?"
"{ﾛｯｸ}「俺はレイチェルを守って
	　やれなかった…
	　真実をなくしてしまったんだ…
	　だから、それを取り戻すまで
	　俺にとって本当の事は何もない…","{Lock}: I couldn't protect Rachel...
	 I've lost my truth...
	 So nothing's real for me
	 until I take it back...","{LOCKE}: I wasn't able to save Rachel...
	I've lost all sense of purpose...
	My life will have no meaning until I can right this terrible wrong..."
"『行くのか？
	　コーリンゲンまで…","""Shall we be off?
	 To Kohlingen...""","Will you come with us?
	Only as far as Kohlingen..."
コーリンゲンの村…,The Village of Kohlingen...,The village of Kohlingen... 
"ｼﾞｰｻﾝ「やっぱりヒビがはいって
	　いちゃあ、魂をよみがえらすことは
	　できないねっ　ねっ　ねっ！
	　ざんねん　ざんねん！","Old Man: It just can't bring a soul
	 back to life with those cracks.
	 Can't, can't, can't!
	 Too bad, too bad!","PATRIARCH: If only the Magicite didn't bear those deep cracks...
	I think you've been wasting your time, young man!"
"ｼﾞｰｻﾝ「うわあー
	　魔石が　くだけ　くだけ…
	　くだけちったよー！！","Old Man: Waaaaah,
	 the magicite sha-sha...
	 shattered!!","PATRIARCH: Uwaaaaaa!
	The Magicite's gonna shatter!"
ﾚｲﾁｪﾙ「{ロック}……,Rachel: {Lock}...,RACHEL: {LOCKE}...
{ﾛｯｸ}「レイチェル！！,{Lock}: Rachel!!,{LOCKE}: Rachel!!!
"ﾚｲﾁｪﾙ「{ロック}…
	　会いたかった。
	　お話したかった…！
	{ﾛｯｸ}「レイチェル…
	ﾚｲﾁｪﾙ「フェニックスが最後の力で
	　少しだけ時間をくれたの…
	　でも、すぐに行かなければ
	　ならない…
	　だから…
	　あなたに言い忘れたことを
	　いま…","Rachel: {Lock}...
	 I've wanted to see you.
	 Wanted to talk with you...!
	{Lock}: Rachel...
	Rachel: Phoenix has given me just a
	 little time with the last of its power...
	 but I'm going to have to go soon...
	 So...
	 I'm telling you now what I forgot
	 to say...","RACHEL: {LOCKE}...
	I've dreamed of seeing you.
	I wanted to hear your voice.
	{LOCKE}: Rachel...
	RACHEL: The Phoenix has given me so little time...
	I have to leave again soon...
	But I have something I must tell you..."
"{ﾛｯｸ}「……
	ﾚｲﾁｪﾙ「{ロック}…　…　
	　私　しあわせだったのよ…
	　死ぬ時、あなたのことを思い出して
	　とても…　
	　とても、しあわせな気持ちで
	　ねむりについたの。
	　だから…
	　あなたに言い忘れた言葉…　
	　{ロック}…　ありがとう。","{Lock}: ......
	Rachel: {Lock}... ...
	 I was happy with you...
	 When I remembered you at the
	 time of my death, I felt so...
	 I went to sleep feeling
	 so contented.
	 So...
	 the words I forgot to say...
	 {Lock}... thank you.","{LOCKE}: ......
	RACHEL: {LOCKE}... ... 
	With you I was so happy...
	In the instant that the accident occurred, I thought only of you... 
	And about the joy you brought me. Thank you, {LOCKE}...
	I'll never forget you... "
"{ﾛｯｸ}「レイチェル！！
	ﾚｲﾁｪﾙ「もう行かなきゃならない…　
	　あなたがくれた、しあわせ…
	　ほんとうに、ありがとう…
	　この私の感謝の気持ちで、あなたの
	　心をしばっている、そのくさりを
	　たち切ってください…
	　あなたの心のなかの、その人を
	　愛してあげて。
	　……　　フェニックスよ…
	　よみがえり
	　{ロック}の力に！","{Lock}: Rachel!!
	Rachel: I have to go now...
	 Thank you so much...
	 for making me happy...
	 Please use my feelings of
	 gratitude to cut away those
	 chains binding your heart...
	 Love that person who is
	 in your heart.
	 ...... O Phoenix...
	 Be reborn, and give
	 {Lock} your power!","{LOCKE}: RACHEL!!!!
	RACHEL: I have to go now... 
	...I'll always love you...
	You must now cast off the anguish you've been harboring inside for so long...
	Today I set your heart free.
	You must learn to love yourself again, and regain your self respect.
	...... Phoenix!
	Be reborn again!!
	And give your power...to {LOCKE}!!"
{ﾛｯｸ}「レイチェル！！,{Lock}: Rachel!!,{LOCKE}: Rachel!!!
{ｾﾘｽ}「{ロック}…,{Celes}: {Lock}...,{CELES}: {LOCKE}...
"{ﾛｯｸ}「だいじょうぶ。　
	　レイチェルが俺の心に光をくれた。
	　もう…　
	　だいじょうぶだ。
	　行こう！
	　俺達には、やらなければならない
	　事がある！！","{Lock}: I'm okay.
	 Rachel gave my heart light.
	 I'm...
	 fine now.
	 Let's go!
	 We've got things we have to do!!","{LOCKE}: Thanks, I'm okay... 
	I feel lighter than air...
	From here on...
	I'll be all right.
	Let's go!
	We have work to do!!"
{ｾﾘｽ}「どうしたの？,{Celes}: What is it?,{CELES}: What's up?
"　　　「エクスポーション」！
　　　「フェニックスのお」！
　　　「エーテルスーパー」！
　　　「エリクサー」！
　　　「フレイムシールド」！
　　　「バリアントナイフ」！","   X-Potion!
	   Phoenix Tail!
	   Ether Super!
	   Elixir!
	   Flame Shield!
	   Valiant Knife!","        ""X-Potion""!
        ""Fenix Down""!
        ""X-Ether""!
        ""Elixir""!
        ""Flame Shld""!
        ""ValiantKnife""!"
"{ﾛｯｸ}「フェニックスの
	　洞窟のお宝だ！","{Lock}: Treasures from the
	 Phoenix Cave!",{LOCKE}: The treasures of the Phoenix Cave!
"{ﾛｯｸ}「さあ、行こう！
	　ケフカを倒し、世界に光を
	　取り戻す！！！","{Lock}: Now, let's go!
	 We'll beat Cefca and bring
	 light back to the world!!!","{LOCKE}: Right, let's move out! We have an appointment with Kefka!"
"おまえさんたちを待っていたよ…　
	これを渡そうと思ってな。","I've been waiting for you all...
	I thought I'd give you this.","I've been waiting for you! 
	I wanted to give you this."
"武器屋をやって７０年。
	この石からは不思議な力を感じる
	たぶんこの石をけずり、剣をつくれば
	すばらしいものになるじゃろう…
	どうじゃ？
	この石を剣に変えてみないかね？
　魔石「ラグナロック」のまま
　剣「ラグナロク」にしてもらう","I ran a weapon shop for seventy years.
	From this stone I sense a mysterious power.
	I'll bet we'd get something amazing if I
	carved this stone into a sword...
	Well?
	Can I try turning this stone into a sword?
 Leave it as the magicite Ragnarök
 Have him make the sword Ragnarök","I ran a Weapon Shop for 70 years!
	This stone gives off an eerie aura!
	If I melted it, and forged a sword, it'd be powerful!
	Well?
	Make this stone into a sword?
 Leave it the stone ""Ragnarok""
 Make it the sword ""Ragnarok"""
よし、わかった。,"Okay, got it.",Right.
"わしは、ここに残る。
	ナルシェの民じゃからな。","I'll stay here.
	I'm a man of Narshe.","I'll stay here.
	This is my home."
"ゴホッ…
	これを…　これを…","*cough*...
	Take... this...","Cough...
	Take...this..."
"「血ぬられた盾」…
	もしその、のろいがとければ
	最強の盾となるのだが…","The Ensanguined Shield...
	It could be the ultimate shield, if
	only its curse were to break...","Cursed Shld...
	If we could break its curse...
	Imagine its defensive power!"
血ぬられたたての呪いがとけた,The Ensanguined Shield's curse broke.,Dispelled curse on shield
"{ﾘﾙﾑ}「わ～い、かえってきたよ～
	{リルム}おうちにいってるね。","{Relm}: Yaaay, we're baaack!
	 I'm going home.","{RELM}: Yea!! We're back!
	It's like old times!"
"{ｽﾄﾗｺﾞｽ}「元気じゃのお…
	　わしが老いただけかの？","{Stragus}: So energetic...
	 Or am I just getting old?","{STRAGO}: Time to relax!
	Home sweet home!"
おじーちゃーん！！,Graaaampaaaa!!,Grandpa!
{ﾘﾙﾑ}「大変よ！　ガンホーさんが！,{Relm}: We got trouble! Gungho-san!,"{RELM}: This is terrible!
	Gungho's hurt!"
{ｽﾄﾗｺﾞｽ}「ガ、ガンホー！？,{Stragus}: G-Gungho!?,{STRAGO}: G...Gungho?!
